id;season_id;created_at;updated_at;name;full_name;first_name;last_name;position;position_id;birth_date;birth_place;nationality;height;weight;is_injured;injury_description;holdet_url;holdet_name;holdet_position;team_id;holdet_value;holdet_popularity;holdet_team;holdet_id
988;6397;1523380901989;1523380901989;T. Alderweireld;Toby Alderweireld;Toby;Alderweireld;Defender;2;02/03/1989;Belgium;Belgium;186 cm;81 kg;false;;/da/premier-league-fantasy-spring-2018/players/toby_alderweireld;Toby Alderweireld;Forsvar;6;3950000;0.015;Tottenham;toby_alderweireld
1517;6397;1523380901856;1523380901856;Pedro Obiang;Pedro  Mba Obiang Avomo;Pedro;Mba Obiang Avomo;Midfielder;3;27/03/1992;Spain;Spain;185 cm;75 kg;false;;/da/premier-league-fantasy-spring-2018/players/pedro_mba_obiang_avomo;Pedro Mba Obiang Avomo;Midtbane;1;2558000;0.009;West Ham;pedro_mba_obiang_avomo
989;6397;1523380901995;1523380901995;B. Davies;Ben Davies;Ben;Davies;Defender;2;24/04/1993;Wales;Wales;181 cm;76 kg;false;;/da/premier-league-fantasy-spring-2018/players/ben_davies;Ben Davies;Forsvar;6;6254000;0.004;Tottenham;ben_davies
1271;6397;1523380901998;1523380901998;D. Rose;Danny Rose;Danny;Rose;Defender;2;02/07/1990;England;England;173 cm;72 kg;false;;/da/premier-league-fantasy-spring-2018/players/danny_rose;Danny Rose;Forsvar;6;3528000;0.038;Tottenham;danny_rose
915;6397;1523380902009;1523380902009;J. Vertonghen;Jan Vertonghen;Jan;Vertonghen;Defender;2;24/04/1987;Belgium;Belgium;189 cm;86 kg;false;;/da/premier-league-fantasy-spring-2018/players/jan_vertonghen;Jan Vertonghen;Forsvar;6;5635000;0.011;Tottenham;jan_vertonghen
4659;6397;1523380902015;1523380902015;K. Walker-Peters;Kyle Walker-Peters;Kyle;Walker-Peters;Defender;2;13/04/1997;England;England;173 cm;62 kg;false;;/da/premier-league-fantasy-spring-2018/players/kyle_walker_peters;Kyle Walker-Peters;Forsvar;6;1950000;0.011;Tottenham;kyle_walker_peters
335705;6397;1523380902109;1523380902109;J. Foyth;Juan Marcos Foyth;Juan Marcos;Foyth;Defender;2;12/01/1998;Argentina;Argentina;179 cm;69 kg;false;;/da/premier-league-fantasy-spring-2018/players/juan_foyth;Juan Foyth;Forsvar;6;1950000;0.003;Tottenham;juan_foyth
1906;6397;1523380902189;1523380902189;R. Klavan;Ragnar Klavan;Ragnar;Klavan;Defender;2;30/10/1985;Estonia;Estonia;187 cm;85 kg;false;;/da/premier-league-fantasy-spring-2018/players/ragnar_klavan;Ragnar Klavan;Forsvar;8;3049000;0.022;Liverpool;ragnar_klavan
1168;6397;1523380902193;1523380902193;D. Lovren;Dejan Lovren;Dejan;Lovren;Defender;2;05/07/1989;Bosnia and Herzegovina;Croatia;188 cm;84 kg;false;;/da/premier-league-fantasy-spring-2018/players/dejan_lovren;Dejan Lovren;Forsvar;8;4925000;0.005;Liverpool;dejan_lovren
1471;6397;1523380902201;1523380902201;Alberto Moreno;Alberto Moreno Pérez;Alberto;Moreno Pérez;Defender;2;05/07/1992;Spain;Spain;171 cm;65 kg;false;;/da/premier-league-fantasy-spring-2018/players/alberto_moreno_perez;Alberto Moreno;Forsvar;8;3482000;0.006;Liverpool;alberto_moreno_perez
5241;6397;1523380902342;1523380902342;T. Adarabioyo;Oluwatosin Adarabioyo;Oluwatosin;Adarabioyo;Defender;2;24/09/1997;England;England;196 cm;80 kg;false;;/da/premier-league-fantasy-spring-2018/players/tosin_adarabioyo;Tosin Adarabioyo;Forsvar;9;2450000;0.001;Manchester City;tosin_adarabioyo
129064;6397;1523380902633;1523380902633;Ahmed Hegazi;Ahmed Hegazi;Ahmed;Hegazi;Defender;2;25/01/1991;Egypt;Egypt;193 cm;83 kg;false;;/da/premier-league-fantasy-spring-2018/players/ahmed_hegazy;Ahmed Hegazy;Forsvar;10;3076000;0.005;West Bromwich;ahmed_hegazy
450;6397;1523380902529;1523380902529;B. Foster;Ben Foster;Ben;Foster;Goalkeeper;1;03/04/1983;England;England;193 cm;79 kg;false;;/da/premier-league-fantasy-spring-2018/players/ben_foster;Ben Foster;Mål;10;3626000;0.03;West Bromwich;ben_foster
1183;6397;1523380902545;1523380902545;C. Dawson;Craig Dawson;Craig;Dawson;Defender;2;06/05/1990;England;England;188 cm;82 kg;false;;/da/premier-league-fantasy-spring-2018/players/craig_dawson;Craig Dawson;Forsvar;10;3696000;0.002;West Bromwich;craig_dawson
1826;6397;1523380902686;1523380902686;J. Pickford;Jordan Pickford;Jordan;Pickford;Goalkeeper;1;07/03/1994;England;England;185 cm;77 kg;false;;/da/premier-league-fantasy-spring-2018/players/jordan_pickford;Jordan Pickford;Mål;13;5425000;0.021;Everton;jordan_pickford
1072;6397;1523380902701;1523380902701;M. Stekelenburg;Maarten Stekelenburg;Maarten;Stekelenburg;Goalkeeper;1;22/09/1982;Netherlands;Netherlands;197 cm;92 kg;false;;/da/premier-league-fantasy-spring-2018/players/maarten_stekelenburg;Maarten Stekelenburg;Mål;13;3945000;0;Everton;maarten_stekelenburg
390;6397;1523380902707;1523380902707;L. Baines;Leighton Baines;Leighton;Baines;Defender;2;11/12/1984;England;England;170 cm;74 kg;false;;/da/premier-league-fantasy-spring-2018/players/leighton_baines;Leighton Baines;Forsvar;13;4201000;0.006;Everton;leighton_baines
764;6397;1523380902712;1523380902712;S. Coleman;Séamus Coleman;Séamus;Coleman;Defender;2;11/10/1988;Republic of Ireland;Republic of Ireland;177 cm;67 kg;false;;/da/premier-league-fantasy-spring-2018/players/seamus_coleman;Seamus Coleman;Forsvar;13;4778000;0.002;Everton;seamus_coleman
836;6397;1523380904711;1523380904711;J. Ibe;Jordon  Ibe;Jordon;Ibe;Midfielder;3;08/12/1995;England;England;176 cm;81 kg;false;;/da/premier-league-fantasy-spring-2018/players/jordon_ibe;Jordon Ibe;Midtbane;52;3599000;0.033;Bournemouth;jordon_ibe
832;6397;1523380902860;1523380902860;David de Gea;David de Gea Quintana;David;de Gea Quintana;Goalkeeper;1;07/11/1990;Spain;Spain;192 cm;76 kg;false;;/da/premier-league-fantasy-spring-2018/players/david_de_gea;David de Gea;Mål;14;7833000;0.044;Manchester United;david_de_gea
5451;6397;1523380902869;1523380902869;Joel Castro;Joel Pereira Castro;Joel;Pereira Castro;Goalkeeper;1;28/06/1996;Switzerland;Portugal;188 cm;70 kg;false;;/da/premier-league-fantasy-spring-2018/players/joel_dinis_castro_pereira;Joel Pereira;Mål;14;4950000;0;Manchester United;joel_dinis_castro_pereira
945;6397;1523380902876;1523380902876;S. Romero;Sergio Germán Romero;Sergio Germán;Romero;Goalkeeper;1;22/02/1987;Argentina;Argentina;192 cm;87 kg;false;;/da/premier-league-fantasy-spring-2018/players/sergio_romero;Sergio Romero;Mål;14;5450000;0;Manchester United;sergio_romero
1849;6397;1523380902883;1523380902883;E. Bailly;Eric Bertrand  Bailly;Eric Bertrand;Bailly;Defender;2;12/04/1994;Côte d'Ivoire;Côte d'Ivoire;187 cm;77 kg;false;;/da/premier-league-fantasy-spring-2018/players/eric_bertrand_bailly;Eric Bertrand Bailly;Forsvar;14;5022000;0.007;Manchester United;eric_bertrand_bailly
933;6397;1523380902888;1523380902888;M. Darmian;Matteo Darmian;Matteo;Darmian;Defender;2;02/12/1989;Italy;Italy;182 cm;70 kg;false;;/da/premier-league-fantasy-spring-2018/players/matteo_darmian;Matteo Darmian;Forsvar;14;2987000;0.001;Manchester United;matteo_darmian
208;6397;1523380902984;1523380902984;A. Valencia;Luis Antonio Valencia Mosquera;Luis Antonio;Valencia Mosquera;Defender;2;04/08/1985;Ecuador;Ecuador;180 cm;83 kg;false;;/da/premier-league-fantasy-spring-2018/players/luis_antonio_valencia;Luis Antonio Valencia;Midtbane;14;5483000;0.009;Manchester United;luis_antonio_valencia
165;6397;1523380902989;1523380902989;A. Young;Ashley  Young;Ashley;Young;Midfielder;3;09/07/1985;England;England;175 cm;65 kg;false;;/da/premier-league-fantasy-spring-2018/players/ashley_young;Ashley Young;Midtbane;14;4704000;0.012;Manchester United;ashley_young
537665;6397;1523380903187;1523380903187;D. Sterling;Dujon Sterling;Dujon;Sterling;Defender;2;24/10/1999;England;England;;;false;;/da/premier-league-fantasy-spring-2018/players/dujon_sterling;Dujon Sterling;Forsvar;18;1955000;0.001;Chelsea;dujon_sterling
2875858;6397;1523380903197;1523380903197;C. Hudson-Odoi;Callum Hudson-Odoi;Callum;Hudson-Odoi;Midfielder;3;07/11/2000;England;England;;;false;;/da/premier-league-fantasy-spring-2018/players/callum_hudson_odoi;Callum Hudson-Odoi;Midtbane;18;1926000;0.001;Chelsea;callum_hudson_odoi
968;6397;1523380903202;1523380903202;R. Barkley;Ross Barkley;Ross;Barkley;Midfielder;3;05/12/1993;England;England;189 cm;76 kg;false;;/da/premier-league-fantasy-spring-2018/players/ross_barkley;Ross Barkley;Midtbane;18;4439000;0.003;Chelsea;ross_barkley
798;6397;1523380903218;1523380903218;O. Giroud;Olivier Giroud;Olivier;Giroud;Attacker;4;30/09/1986;France;France;192 cm;88 kg;false;;/da/premier-league-fantasy-spring-2018/players/olivier_giroud;Olivier Giroud;Angreb;18;5629000;0.015;Chelsea;olivier_giroud
1923;6397;1523380903129;1523380903129;Pedro;Pedro Eliezer Rodríguez Ledesma;Pedro Eliezer;Rodríguez Ledesma;Midfielder;3;28/07/1987;Spain;Spain;169 cm;65 kg;false;;/da/premier-league-fantasy-spring-2018/players/pedro_rodriguez;Pedro Rodriguez;Angreb;18;5530000;0.013;Chelsea;pedro_rodriguez
717;6397;1523380903350;1523380903350;J. Wilshere;Jack Wilshere;Jack;Wilshere;Midfielder;3;01/01/1992;England;England;172 cm;68 kg;false;;/da/premier-league-fantasy-spring-2018/players/jack_wilshere;Jack Wilshere;Midtbane;19;3110000;0.318;Arsenal;jack_wilshere
95334;6397;1523380903357;1523380903357;A. Lacazette;Alexandre Lacazette;Alexandre;Lacazette;Attacker;4;28/05/1991;France;France;175 cm;73 kg;false;;/da/premier-league-fantasy-spring-2018/players/alexandre_lacazette;Alexandre Lacazette;Angreb;19;7326000;0.02;Arsenal;alexandre_lacazette
537759;6397;1523380903362;1523380903362;R. Nelson;Reiss Nelson;Reiss;Nelson;Attacker;4;10/12/1999;England;England;175 cm;71 kg;false;;/da/premier-league-fantasy-spring-2018/players/reiss_nelson;Reiss Nelson;Midtbane;19;2028000;0.001;Arsenal;reiss_nelson
539961;6397;1523380903367;1523380903367;E. Nketiah;Edward Nketiah;Edward;Nketiah;Attacker;4;30/05/1999;England;England;175 cm;72 kg;false;;/da/premier-league-fantasy-spring-2018/players/edward_nketiah;Edward Nketiah;Angreb;19;1957000;0.001;Arsenal;edward_nketiah
493;6397;1523380903506;1523380903506;M. Diamé;Mohamed Diamé;Mohamed;Diamé;Midfielder;3;14/06/1987;France;Senegal;184 cm;86 kg;false;;/da/premier-league-fantasy-spring-2018/players/mohamed_diame;Mohamed Diame;Midtbane;20;2835000;0.002;Newcastle;mohamed_diame
2954;6397;1523380903510;1523380903510;I. Hayden;Isaac Hayden;Isaac;Hayden;Midfielder;3;22/03/1995;England;England;185 cm;79 kg;false;;/da/premier-league-fantasy-spring-2018/players/isaac_hayden;Isaac Hayden;Midtbane;20;2581000;0;Newcastle;isaac_hayden
1061;6397;1523380903515;1523380903515;M. Ritchie;Matt Ritchie;Matt;Ritchie;Midfielder;3;10/09/1989;England;Scotland;172 cm;76 kg;false;;/da/premier-league-fantasy-spring-2018/players/matt_ritchie;Matt Ritchie;Midtbane;20;4006000;0.005;Newcastle;matt_ritchie
819;6397;1523380903519;1523380903519;J. Shelvey;Jonjo Shelvey;Jonjo;Shelvey;Midfielder;3;27/02/1992;England;England;184 cm;80 kg;false;;/da/premier-league-fantasy-spring-2018/players/jonjo_shelvey;Jonjo Shelvey;Midtbane;20;2947000;0.004;Newcastle;jonjo_shelvey
4764;6397;1523380903695;1523380903695;R. Pereyra;Roberto Maximiliano Pereyra;Roberto Maximiliano;Pereyra;Midfielder;3;07/01/1991;Argentina;Argentina;182 cm;77 kg;false;;/da/premier-league-fantasy-spring-2018/players/roberto_pereyra;Roberto Pereyra;Midtbane;25;3027000;0.016;Watford;roberto_pereyra
4904;6397;1523380903700;1523380903700;D. Bachmann;Daniel Bachmann;Daniel;Bachmann;Goalkeeper;1;09/07/1994;Austria;Austria;191 cm;81 kg;false;;/da/premier-league-fantasy-spring-2018/players/daniel_bachmann;Daniel Bachmann;Mål;25;2945000;0;Watford;daniel_bachmann
539;6397;1523380903856;1523380903856;C. Adam;Charlie Adam;Charlie;Adam;Midfielder;3;10/12/1985;Scotland;Scotland;185 cm;83 kg;false;;/da/premier-league-fantasy-spring-2018/players/charlie_adam;Charlie Adam;Midtbane;26;1930000;0.001;Stoke;charlie_adam
1455;6397;1523380903863;1523380903863;I. Afellay;Ibrahim Afellay;Ibrahim;Afellay;Midfielder;3;02/04/1986;Netherlands;Netherlands;180 cm;76 kg;false;;/da/premier-league-fantasy-spring-2018/players/ibrahim_afellay;Ibrahim Afellay;Midtbane;26;1945000;0.001;Stoke;ibrahim_afellay
830;6397;1523380903866;1523380903866;J. Allen;Joe Allen;Joe;Allen;Midfielder;3;14/03/1990;Wales;Wales;168 cm;62 kg;false;;/da/premier-league-fantasy-spring-2018/players/joe_allen;Joe Allen;Midtbane;26;2659000;0.016;Stoke;joe_allen
1611;6397;1523380904028;1523380904028;J. Guðmunds­son;Johann  Berg Guðmunds­son;Johann;Berg Guðmunds­son;Midfielder;3;27/10/1990;Iceland;Iceland;186 cm;78 kg;false;;/da/premier-league-fantasy-spring-2018/players/johann_gudmundsson;Johann Gudmundsson;Midtbane;27;4310000;0.011;Burnley;johann_gudmundsson
2361;6397;1523380904043;1523380904043;J. Hendrick;Jeff Hendrick;Jeff;Hendrick;Midfielder;3;31/01/1992;Republic of Ireland;Republic of Ireland;185 cm;79 kg;false;;/da/premier-league-fantasy-spring-2018/players/jeff_hendrick;Jeff Hendrick;Midtbane;27;4176000;0.003;Burnley;jeff_hendrick
75;6397;1523380904047;1523380904047;D. Marney;Dean Marney;Dean;Marney;Midfielder;3;31/01/1984;England;England;183 cm;72 kg;false;;/da/premier-league-fantasy-spring-2018/players/dean_marney;Dean Marney;Midtbane;27;2450000;0;Burnley;dean_marney
862;6397;1523380904052;1523380904052;A. Westwood;Ashley Westwood;Ashley;Westwood;Midfielder;3;01/04/1990;England;England;175 cm;80 kg;false;;/da/premier-league-fantasy-spring-2018/players/ashley_westwood;Ashley Westwood;Midtbane;27;2192000;0.007;Burnley;ashley_westwood
1194;6397;1523380904161;1523380904161;K. Naughton;Kyle Naughton;Kyle;Naughton;Defender;2;11/11/1988;England;England;180 cm;73 kg;false;;/da/premier-league-fantasy-spring-2018/players/kyle_naughton;Kyle Naughton;Forsvar;30;2883000;0.005;Swansea;kyle_naughton
428;6397;1523380904167;1523380904167;Martin Olsson;Martin Olsson;Martin;Olsson;Defender;2;17/05/1988;Sweden;Sweden;178 cm;81 kg;false;;/da/premier-league-fantasy-spring-2018/players/martin_olsson;Martin Olsson;Forsvar;30;2752000;0.005;Swansea;martin_olsson
1035;6397;1523380904185;1523380904185;L. Britton;Leon Britton;Leon;Britton;Midfielder;3;16/09/1982;England;England;168 cm;64 kg;false;;/da/premier-league-fantasy-spring-2018/players/leon_britton;Leon Britton;Midtbane;30;1950000;0.001;Swansea;leon_britton
128832;6397;1523380905093;1523380905093;E. Schelotto;Matias Ezequiel Schelotto;Matias Ezequiel;Schelotto;Defender;2;23/05/1989;Argentina;Italy;187 cm;77 kg;false;;/da/premier-league-fantasy-spring-2018/players/ezequiel_schelotto;Ezequiel Schelotto;Forsvar;78;2051000;0.035;Brighton and Hove;ezequiel_schelotto
1261;6397;1523380901798;1523380901798;A. Cresswell;Aaron Cresswell;Aaron;Cresswell;Defender;2;15/12/1989;England;England;170 cm;66 kg;false;;/da/premier-league-fantasy-spring-2018/players/aaron_cresswell;Aaron Cresswell;Forsvar;1;3256000;0.01;West Ham;aaron_cresswell
1251;6397;1523380901785;1523380901785;Adrián;Adrián San Miguel del Castillo;Adrián;San Miguel del Castillo;Goalkeeper;1;03/01/1987;Spain;Spain;190 cm;80 kg;false;;/da/premier-league-fantasy-spring-2018/players/adrian_del_castillo;Adrian del Castillo;Mål;1;3742000;0.131;West Ham;adrian_del_castillo
538;6397;1523380901794;1523380901794;J. Collins;James  Collins;James;Collins;Defender;2;23/08/1983;Wales;Wales;188 cm;83 kg;false;;/da/premier-league-fantasy-spring-2018/players/james_collins;James Collins;Forsvar;1;2555000;0.002;West Ham;james_collins
3289;6397;1523380905134;1523380905134;C. Löwe;Chris Löwe;Chris;Löwe;Defender;2;16/04/1989;Germany;Germany;175 cm;68 kg;false;;/da/premier-league-fantasy-spring-2018/players/chris_lowe;Chris Löwe;Forsvar;251;2887000;0.001;Huddersfield;chris_lowe
595;6397;1523380902311;1523380902311;A. Bogdán;Ádám Bogdán;Ádám;Bogdán;Goalkeeper;1;27/09/1987;Hungary;Hungary;194 cm;92 kg;false;;/da/premier-league-fantasy-spring-2018/players/adam_bogdan;Adam Bogdan;Mål;8;3945000;0;Liverpool;adam_bogdan
1202;6397;1523380902320;1523380902320;N. Clyne;Nathaniel Edwin Clyne;Nathaniel Edwin;Clyne;Defender;2;05/04/1991;England;England;175 cm;67 kg;false;;/da/premier-league-fantasy-spring-2018/players/nathaniel_clyne;Nathaniel Clyne;Forsvar;8;4012000;0.007;Liverpool;nathaniel_clyne
455354;6397;1523380902325;1523380902325;R. Brewster;Rhian Brewster;Rhian;Brewster;Attacker;4;01/04/2000;England;England;180 cm;75 kg;false;;/da/premier-league-fantasy-spring-2018/players/ryan_fraser;Ryan Fraser;Midtbane;8;2982000;0.02;Bournemouth;ryan_fraser
4792;6397;1523380902333;1523380902333;C. Bravo;Claudio Andrés Bravo Muñoz;Claudio Andrés;Bravo Muñoz;Goalkeeper;1;13/04/1983;Chile;Chile;184 cm;80 kg;false;;/da/premier-league-fantasy-spring-2018/players/claudio_bravo;Claudio Bravo;Mål;9;5450000;0.001;Manchester City;claudio_bravo
4244;6397;1523380901887;1523380901887;J. Cullen;Josh Cullen;Josh;Cullen;Midfielder;3;07/04/1996;England;Republic of Ireland;175 cm;70 kg;false;;/da/premier-league-fantasy-spring-2018/players/josh_cullen;Josh Cullen;Midtbane;1;2004000;0;West Ham;josh_cullen
236;6397;1523380902347;1523380902347;V. Kompany;Vincent Kompany;Vincent;Kompany;Defender;2;10/04/1986;Belgium;Belgium;193 cm;85 kg;false;;/da/premier-league-fantasy-spring-2018/players/vincent_kompany;Vincent Kompany;Forsvar;9;4405000;0.026;Manchester City;vincent_kompany
1822;6397;1523380902355;1523380902355;N. Otamendi;Nicolás Hernán Otamendi;Nicolás Hernán;Otamendi;Defender;2;12/02/1988;Argentina;Argentina;183 cm;81 kg;false;;/da/premier-league-fantasy-spring-2018/players/nicolas_otamendi;Nicolas Otamendi;Forsvar;9;7072000;0.01;Manchester City;nicolas_otamendi
982;6397;1523380902360;1523380902360;J. Stones;John Stones;John;Stones;Defender;2;28/05/1994;England;England;188 cm;70 kg;false;;/da/premier-league-fantasy-spring-2018/players/john_stones;John Stones;Forsvar;9;5551000;0.009;Manchester City;john_stones
1371;6397;1523380902374;1523380902374;K. De Bruyne;Kevin De Bruyne;Kevin;De Bruyne;Midfielder;3;28/06/1991;Belgium;Belgium;181 cm;68 kg;false;;/da/premier-league-fantasy-spring-2018/players/kevin_de_bruyne;Kevin De Bruyne;Midtbane;9;8921000;0.11;Manchester City;kevin_de_bruyne
1947;6397;1523380903811;1523380903811;L. Grant;Lee Grant;Lee;Grant;Goalkeeper;1;27/01/1983;England;England;193 cm;83 kg;false;;/da/premier-league-fantasy-spring-2018/players/lee_grant;Lee Grant;Mål;26;2945000;0;Stoke;lee_grant
815;6397;1523380903816;1523380903816;G. Cameron;Geoff Cameron;Geoff;Cameron;Defender;2;11/07/1985;USA;USA;191 cm;84 kg;false;;/da/premier-league-fantasy-spring-2018/players/geoff_cameron;Geoff Cameron;Forsvar;26;2010000;0.001;Stoke;geoff_cameron
293;6397;1523380903833;1523380903833;G. Johnson;Glen Johnson;Glen;Johnson;Defender;2;23/08/1984;England;England;182 cm;78 kg;false;;/da/premier-league-fantasy-spring-2018/players/glen_johnson;Glen Johnson;Forsvar;26;2367000;0.001;Stoke;glen_johnson
812;6397;1523380903844;1523380903844;E. Pieters;Erik Pieters;Erik;Pieters;Defender;2;07/08/1988;Netherlands;Netherlands;183 cm;84 kg;false;;/da/premier-league-fantasy-spring-2018/players/erik_pieters;Erik Pieters;Forsvar;26;2660000;0.002;Stoke;erik_pieters
429;6397;1523380903850;1523380903850;R. Shawcross;Ryan Shawcross;Ryan;Shawcross;Defender;2;04/10/1987;England;England;191 cm;76 kg;false;;/da/premier-league-fantasy-spring-2018/players/ryan_shawcross;Ryan Shawcross;Forsvar;26;3054000;0.002;Stoke;ryan_shawcross
1714;6397;1523380903879;1523380903879;X. Shaqiri;Xherdan Shaqiri;Xherdan;Shaqiri;Midfielder;3;10/10/1991;Kosovo;Switzerland;169 cm;72 kg;false;;/da/premier-league-fantasy-spring-2018/players/xherdan_shaqiri;Xherdan Shaqiri;Midtbane;26;5442000;0.007;Stoke;xherdan_shaqiri
410;6397;1523380903896;1523380903896;M. Diouf;Mame Biram Diouf;Mame Biram;Diouf;Attacker;4;16/12/1987;Senegal;Senegal;185 cm;79 kg;false;;/da/premier-league-fantasy-spring-2018/players/mame_biram_diouf;Mame Biram Diouf;Angreb;26;3746000;0.003;Stoke;mame_biram_diouf
604;6397;1523380903917;1523380903917;D. Fletcher;Darren  Fletcher;Darren;Fletcher;Midfielder;3;01/02/1984;Scotland;Scotland;183 cm;83 kg;false;;/da/premier-league-fantasy-spring-2018/players/darren_fletcher;Darren Fletcher;Midtbane;26;3001000;0.001;Stoke;darren_fletcher
1316;6397;1523380903922;1523380903922;K. Zouma;Kurt Happy Zouma;Kurt Happy;Zouma;Defender;2;27/10/1994;France;France;190 cm;96 kg;false;;/da/premier-league-fantasy-spring-2018/players/kurt_zouma;Kurt Zouma;Forsvar;26;3127000;0.008;Stoke;kurt_zouma
170681;6397;1523380903949;1523380903949;M. Bauer;Moritz Bauer;Moritz;Bauer;Defender;2;25/01/1992;Switzerland;Austria;181 cm;73 kg;false;;/da/premier-league-fantasy-spring-2018/players/moritz_bauer;Moritz Bauer;Forsvar;26;2573000;0.003;Stoke;moritz_bauer
151083;6397;1523380903967;1523380903967;Badou N'Diaye;Papa Alioune N'Diaye;Papa Alioune;N'Diaye;Midfielder;3;27/10/1990;Senegal;Senegal;180 cm;74 kg;false;;/da/premier-league-fantasy-spring-2018/players/pape_ndiaye_souare;Pape Ndiaye  Souare;Forsvar;26;1945000;0.001;Crystal Palace;pape_ndiaye_souare
1454;6397;1523380903987;1523380903987;T. Heaton;Tom Heaton;Tom;Heaton;Goalkeeper;1;15/04/1986;England;England;188 cm;85 kg;false;;/da/premier-league-fantasy-spring-2018/players/tom_heaton;Tom Heaton;Mål;27;3950000;0.006;Burnley;tom_heaton
2763;6397;1523380903992;1523380903992;N. Pope;Nick Pope;Nick;Pope;Goalkeeper;1;19/04/1992;England;England;191 cm;76 kg;false;;/da/premier-league-fantasy-spring-2018/players/nick_pope;Nick Pope;Mål;27;5533000;0.1;Burnley;nick_pope
1639;6397;1523380904009;1523380904009;J. Tarkowski;James  Tarkowski;James;Tarkowski;Defender;2;19/11/1992;England;England;185 cm;81 kg;false;;/da/premier-league-fantasy-spring-2018/players/james_tarkowski;James Tarkowski;Forsvar;27;4212000;0.015;Burnley;james_tarkowski
525;6397;1523380904013;1523380904013;S. Ward;Stephen Ward;Stephen;Ward;Defender;2;20/08/1985;Republic of Ireland;Republic of Ireland;184 cm;82 kg;false;;/da/premier-league-fantasy-spring-2018/players/stephen_ward;Stephen Ward;Forsvar;27;4763000;0.004;Burnley;stephen_ward
505;6397;1523380904060;1523380904060;S. Vokes;Sam Vokes;Sam;Vokes;Attacker;4;21/10/1989;England;Wales;186 cm;90 kg;false;;/da/premier-league-fantasy-spring-2018/players/sam_vokes;Sam Vokes;Angreb;27;4702000;0.004;Burnley;sam_vokes
3300;6397;1523380904067;1523380904067;C. Taylor;Charlie Taylor;Charlie;Taylor;Defender;2;18/09/1993;England;England;176 cm;70 kg;false;;/da/premier-league-fantasy-spring-2018/players/charlie_taylor;Charlie Taylor;Forsvar;27;1925000;0.083;Burnley;charlie_taylor
823;6397;1523380904073;1523380904073;J. Walters;Jonathan  Walters;Jonathan;Walters;Attacker;4;20/09/1983;England;Republic of Ireland;183 cm;79 kg;false;;/da/premier-league-fantasy-spring-2018/players/jonathan_walters;Jonathan Walters;Angreb;27;2450000;0.002;Burnley;jonathan_walters
922;6397;1523380902021;1523380902021;D. Alli;Bamidele Alli;Bamidele;Alli;Midfielder;3;11/04/1996;England;England;188 cm;76 kg;false;;/da/premier-league-fantasy-spring-2018/players/dele_alli;Dele Alli;Midtbane;6;8037000;0.059;Tottenham;dele_alli
992;6397;1523380902032;1523380902032;C. Eriksen;Christian  Dannemann Eriksen;Christian;Dannemann Eriksen;Midfielder;3;14/02/1992;Denmark;Denmark;175 cm;71 kg;false;;/da/premier-league-fantasy-spring-2018/players/christian_eriksen;Christian Eriksen;Midtbane;6;8828000;0.119;Tottenham;christian_eriksen
916;6397;1523380902047;1523380902047;E. Dier;Eric  Dier;Eric;Dier;Midfielder;3;15/01/1994;England;England;188 cm;88 kg;false;;/da/premier-league-fantasy-spring-2018/players/eric_dier;Eric Dier;Midtbane;6;4981000;0.017;Tottenham;eric_dier
941;6397;1523380902051;1523380902051;E. Lamela;Erik Lamela;Erik;Lamela;Midfielder;3;04/03/1992;Argentina;Argentina;181 cm;79 kg;false;;/da/premier-league-fantasy-spring-2018/players/erik_lamela;Erik Lamela;Midtbane;6;3884000;0.065;Tottenham;erik_lamela
1380;6397;1523380902056;1523380902056;M. Sissoko;Moussa Sissoko;Moussa;Sissoko;Midfielder;3;16/08/1989;France;France;187 cm;83 kg;false;;/da/premier-league-fantasy-spring-2018/players/moussa_sissoko;Moussa Sissoko;Midtbane;6;4221000;0.008;Tottenham;moussa_sissoko
1172;6397;1523380902061;1523380902061;V. Wanyama;Victor Wanyama;Victor;Wanyama;Midfielder;3;25/06/1991;Kenya;Kenya;188 cm;80 kg;false;;/da/premier-league-fantasy-spring-2018/players/victor_wanyama;Victor Wanyama;Midtbane;6;3984000;0.013;Tottenham;victor_wanyama
997;6397;1523380902070;1523380902070;H. Kane;Harry Kane;Harry;Kane;Attacker;4;28/07/1993;England;England;188 cm;76 kg;false;;/da/premier-league-fantasy-spring-2018/players/harry_kane;Harry Kane;Angreb;6;10290000;0.459;Tottenham;harry_kane
4313;6397;1523380902074;1523380902074;Son Heung-Min;Heung-Min Son;Heung-Min;Son;Attacker;4;08/07/1992;Korea Republic;Korea Republic;183 cm;79 kg;false;;/da/premier-league-fantasy-spring-2018/players/heung_min_son;Heung-Min Son;Angreb;6;7222000;0.161;Tottenham;heung_min_son
26294;6397;1523380902088;1523380902088;D. Sánchez;Davinson Sánchez Mina;Davinson;Sánchez Mina;Defender;2;12/06/1996;Colombia;Colombia;187 cm;81 kg;false;;/da/premier-league-fantasy-spring-2018/players/davinson_sanchez;Davinson Sanchez;Forsvar;6;4655000;0.062;Tottenham;davinson_sanchez
1411;6397;1523380902097;1523380902097;P. Gazzaniga;Paulo Dino Gazzaniga;Paulo Dino;Gazzaniga;Goalkeeper;1;02/01/1992;Argentina;Argentina;196 cm;90 kg;false;;/da/premier-league-fantasy-spring-2018/players/paulo_gazzaniga;Paulo Gazzaniga;Mål;6;4950000;0;Tottenham;paulo_gazzaniga
